id,track_name,size_bytes,app_desc
320599923,Sparkasse - Your mobile branch,119574528,"The official mobile banking app by the Sparkassen in Germany. Keep track of your finances when and wherever you need it. Or use a lot of service features: find the nearest ATM or branch. Sparkasse is easy to use and secure.

Now even better: the official app of the Sparkasse – for free

* Features *

- Set up any number of bank accounts you have in a selected German Sparkasse (one user ID and one bank code)
- Set up multiple accounts 
- Payments: single. scheduled. reference. reverse and SEPA transfers
- Send money and receive it with ""Kwitt"" - up to €30 even without TAN. Please note: This function is only available. if offered by your Sparkasse.
- Standing order and direct debit functions
- Charts to analyze your personal finances
- Enhanced functionality: Store locator. ATM search
- Stock market news. quotes and forex (according to your institute)
- Service functions of your Sparkasse: card lock. releases. opening hours and appointments 

* Requirements *

- Access depends on whether your Sparkasse makes it available online via HBCI PIN/TAN or FinTS PIN/TAN protocol
- Supported TAN security methods: chipTAN manuell. chipTAN comfort (optical). pushTAN; iPod touch in addition: smsTAN

* Secure * 

Sparkasse ensures maximum safety in accordance with the provisions of the German financial institutions for online banking:

- communication via direct and secure interfaces
- high encryption
- password-protected
- automatic lock (the app locks itself after five minutes of non-use)

* Please note *

1) Supported are only accounts of one German Sparkasse 
2) For support requests please send your inquiry directly out of the app
3) Use can run up a bill within your Sparkasse. Please check whether this may be passed to you
4) Further Information see www.sparkasse.de/mobile

* Premium app Sparkasse+ * 

You want to handle more than one account or more than one financial institute? The premium app ""Sparkasse+"" offers you all those benefits."
320606217,Sleep Cycle alarm clock,79315968,"Waking up made easy.

An intelligent alarm clock that analyzes your sleep and wakes you in the lightest sleep phase – the natural way to wake up feeling rested and relaxed. No need to place your device in bed - Sleep Cycles uses sound analysis sleep tracking.

Sleep Cycle helps millions of people all around the world wake up rested.

Continuously rated as the best smart alarm clock on the market. Featured in: CNN. Wired. The Guardian. The Wall Street Journal. BBC. The New York Times.

#1 Top Paid app in United States
#1 Top Paid app in United Kingdom
#1 Top Paid app in Japan
#1 Top Paid app in Germany
#1 Top Paid app in France
...and more.

* Our patented technology monitors your sleep movements using sound or vibration analysis.

* Sleep Cycle then finds the optimal time to wake you up during a 30 minute window that ends at your set alarm time.

* Recommended placement: Near the bed or on the floor.

As you sleep you go through different phases. ranging from deep sleep to light sleep. The phase you are in when your alarm goes off is critical for how tired you will feel when you wake up.

Since you move differently in bed during the different phases. Sleep Cycle can use the microphone or accelerometer in your iPhone to monitor your movements and determine which sleep phase you are in.

Sleep Cycle wakes you when you are in your lightest sleep phase.

Sleep Cycle was developed using proven sleep science and years of research and development.

--------------------------

MAIN FEATURES

FREE

√ Sleep analysis with our patented sound analysis technology or if you prefer. the sensitive accelerometer in your iPhone

√ Detailed sleep statistics and sleep graphs

√ Carefully selected alarm melodies

√ Snooze by shaking or double tapping the phone lightly

√ Snore detection - detect. track and measure your snoring

√ Fully integrated with Apple Health. Exchanges sleep analysis and heart rate

√ Customizable wake up window. From instant (regular alarm clock) up to 90 minutes

√ Background mode - set your alarm and exit Sleep Cycle - sleep analysis will continue in the background

√ Support for the M7 and M8 co-processor - measure your daily physical activity and see how it affects your Sleep Quality

√ Export sleep data to Excel for detailed analysis


PREMIUM

√ Online backup - secure your data online to make sure it’s always with you

√ Long term trends - compare your sleep with the world

√ Snore trends - view historical snore trends data

√ Sleep aid - helps you fall asleep faster

√ Sleep notes - see how events such as drinking coffee. eating too much or having a stressful day affect your sleep quality

√ Wake up mood - see how using Sleep Cycle affects your morning moods

√ Weather - see how weather affects your Sleep Quality

√ Heart rate monitor - measure your resting heart rate (RHR) every morning using the built-in camera in your device

√ Philips HUE light bulb support - simulate a natural sunrise to give you an even softer wake-up

and more

-------------------------

REQUIREMENTS
Ability to charge your phone by the bed.
Ability to place your phone near the bed. such as on a nightstand table or on the floor.

-------------------------

The optional Premium subscription costs $29.99 per year.
  
It will be charged from your iTunes account after the purchase. You can manage or cancel your auto-renewable subscription by entering the user settings in iTunes after the purchase. The subscription will be auto-renewed 24 hours before the subscription period ends with the same kind of subscription you already bought to the same price. It's not possible to abort the subscription during the time it's active. Terms and Privacy: http://www.sleepcycle.com/terms-of-use.html"
320636131,FACEinHOLE®,12818432,"*** The original FACEinHOLE® must have app! ***

• ""It will look like you spent some time using Photoshop when in reality. you just spent a few seconds uploading your photo to the service and making a few minor adjustments"" - Ashley Wagner. CybernetNews.com
• ""I think you'll have a lot of fun playing around with this. I sure did!"". The Kim Komando Show
• ""FACEinHOLE® is one of my all time favorites!"" - Elizabeth Stowasky. FoxNews
• Top 5 Photo App in 127 countries!

---------------------------------------------------------

Haven't you ever wanted to see what you'd look like a model. an actor or a rock star? 

Well now you can with FACEinHOLE®! 

Embarrass your coworkers. make yourself look cool and make your friends look like dweebs all with a few clicks.

---------------------------------------------------------

• Over 200.000 scenarios
• Multiple person scenarios
• Native Share (Facebook. Twitter. E-mail. Tumblr. etc)
• In-app purchases available: video e-cards. create your own scenarios and record your videos"
320650307,Harvest - Select the Best Produce,18165760,"Harvest is your guide to selecting the freshest. ripest. healthiest and best-tasting produce.  Whether it's knocking on watermelons. smelling pineapples. squeezing avocados. or examining the color of peaches. you'll always know the best approach.

-- FEATURED ON:

NPR. PBS. Better Homes and Gardens. Clean Eating. Oxygen. WeightWatchers. Prevention. Vegetarian Times. and more.

-- PRAISE:

On TV! ~ Featured in an Apple iPhone Television Ad

""Noteworthy"" ~ Featured by Apple on the front page of the App Store

""Pick of the Week"" ~ Alex Lindsay. TWiT MacBreak Weekly Podcast

""Elegant. beautiful"" ~ Joseph Wain. Glyphish. iPhone Icon Designer

""Brilliant job designing the app"" ~ Smoking Apples Blog

""Essential"" ~ SF Restaurant Examiner

""5 Stars"" ~ appolicious.com

-- FEATURES:

• See what’s In Season in your area

• Tips and tricks for selecting over 120 produce items

• Pesticide levels so you know when to buy organic

• Storing instructions

• No Internet connection required"
321369231,WORMS,253834240,"Run for cover as the original. award-winning turn-based strategy game WORMS™ hits the App Store! 

With a selection of single player battles. up to 4 player multiplayer mode and plenty of ways to customise your team. Worms™ is high on entertainment and replay value!

•Authentic Worms™ gameplay.
•Honed iPhone control system.
•Cartoon-style visuals and comical audio. 
•Plan your attacks with the Sheep. Holy Hand Grenade and the Banana Bomb! 
•50 challenges. with items to unlock.
•6 environments. each one with random battlefields. no two games are the same! 
•Personalise your team with names. voices and gravestones.
•Custom music support.
•Auto-saves game state on exit.

Featured in this 2.0 update:

•Play against your friends with Bluetooth multiplayer! Up to four players can join the mayhem in what is possibly the best multiplayer fun you can have on iPhone!
•Feel like showing off? No problem! Post your high scores and achievements to Twitter or Facebook from inside the game.
•Choose what music you want to listen to while you play. with in-game playlist browsing.
•Think you're a Worms™ expert? Take on a true test of your skill and face the mighty challenge of the all-new Body Count mode.
•Watch your finest moments again and again with the return of action-replays.
•For 3GS users. enjoy the improved visuals. with animated 3D backgrounds. superior water effects and other graphical enhancements.
•And with Plus+ integration. you can create your own friends lists and write your name in the Worms™ hall of fame on a selection of online leader-boards.
•Plus a variety of tweaks and improvements throughout!


New Game Alert **Worms Crazy Golf**


DON’T MISS OUR OTHER EXCITING WORMS GAMES!  Worms Crazy Golf. Worms 2 Armageddon. Worms HD. Worms Crazy Golf HD & the Worms Sound board FREE!


GIFT THIS APP: Click the “Buy App” arrow on ITunes® App Store."
321756558,Pixel Starships™ : 8Bit MMORPG,69083136,"Featured by Apple in Best New Games! From one of the most successful Mobile Game Kickstarter campaigns of the year comes Pixel Starships!


Available exclusively for iPhone. iPad and Apple Watch.


Pixel Starships is the world’s first total spaceship management game in an 8bit massive online universe. In Pixel Starships. you command every aspect of your ship from construction to battles in a single persistent world.


Featured Reviews -

Touch Arcade - Pixel Starships tasks you with outfitting your very own ship with resource rooms. staff. and weapons. This looks Awesome!

MMGN - The graphics in this 8Bit indie game is the best we've seen in a retro style game for a long time

PocketTactics - I’m intrigued by the cutaway side-view of the starship with turbolifts and transporters at the ready 

TechTimes - The World’s First 8-Bit Total Starship Management Game Hits The Online Universe

The Discovery Channel - A fully immersive starship captain experience.


Key Features -

● Build Epic Starships of your own design.
● Many races. aliens. factions to command and conquer.
● Battle it out with other real players in a single massive online universe.
● Manage diplomacy. recruitment. research. exploration!
● Control ship's power and limited resources. Discover epic weapons.
● Build and deploy support ships to support your Starfleet.
● Cross section full ship control and battles.
● Explore planets. discover secrets of space.
● Form alliances and battle with your friends to achieve victory!
● Program situational AI commands to systems and crew allowing automatic combats and offline play.


If you're a fan of Star Wars and Star Trek; if you enjoy games like EVE. Clash of Clans. FTL. or Homeworld. you'll love Pixel Starships!

Note -

Pixel Starships is totally free to play and is designed for perfect balance for all players. However. there are in-app items that can be purchased for real money to help speed up progress or offer cosmetic improvements. If you don't want this feature. please disable in-app purchases in your device's settings. 

Note on Auto-Renewing Subscription - 

Pixel Starships contains a optional Subscription Membership. Members receive extra missions. bonuses. and daily rewards. Membership content is regularly updated. 

The Monthly Membership Subscription cost is USD $3.99 per month or a similarly adjusted currency price in your local region. Please refer to IAP menu or in app display for localised pricing. Payment will be charged to iTunes Account at confirmation of purchase. 

The subscription is auto renewable and will renew monthly unless cancelled at least 24 hours prior to the end of the current period. Subscription can be cancelled via iTunes subscription manager. There is also a 7 day free trial for the membership; the free trial period is not transferrable and any remaining free time is cancelled if a paying subscription starts.

Subscriptions may be managed by the user and auto-renewal may be turned off by going to the user's Account Settings after purchase.

EULA: http://www.pixelstarships.com/eula
Privacy Policy: http://www.pixelstarships.com/privacypolicy

As per Terms of Service and Privacy Policy. you must be at least 13 years of age to play or download Pixel Starships."
322423174,Traffic Rush,8573952,"## Top 10 ALL-TIME paid iPhone app ##
## Now also with an additional train mode ##

RUSH HOUR is approaching and traffic intensity is rising!

Direct the rushing vehicles strategically across the intersection with your fingers.
The rules are really easy. but keeping the roads and tracks CRASH FREE isn't.

Give it a spin and enjoy a fun session of TRAFFIC RUSH!

* * * * * * * * * * * * * * * * * * * * * * * *

WHAT PEOPLE SAY:

- ""Definitely one of the best games on iPhone!""
- ""It's amazing""
- ""I can't put it down""
- ""I recommend this to everyone""

APPLE:

- Featured by Apple
- #7 in the ALL-TIME TOP PAID IPHONE APPS category!

* * * * * * * * * * * * * * * * * * * * * * * *

GAME FEATURES:

* Two full game modes:
* #1: ""Traffic Rush"" featuring cars
* #2: ""Rail Rush"" featuring trains
* Game Center
* Universal App
* Widescreen support

* * * * * * * * * * * * * * * * * * * * * * * *

Enjoy another Donut Games release!"
322439990,MyRadar NOAA Weather Radar Forecast,127284224,"Thanks to everyone for making MyRadar so successful. with over 26 million downloads!
MyRadar is a fast. easy-to-use. weather application that displays animated weather radars around your current location. allowing you to quickly see what weather is coming your way. Our High Definition Doppler radar data is processed from raw NOAA weather radar data from the National Weather Service / NWS using our custom-designed. proprietary systems and software. offering the clearest. sharpest. most accurate and most up-to-date reflection of precipitation available... easily accessible at the tap of a finger on your mobile device.
Just start the app. and your location pops up with animated weather. allowing you to easily see if rain or snow is headed your way.  Our high-res animated radar helps you see weather details even at the closest level!
What's great about MyRadar is that the map is easily zoomed and scrolled around with the flick of a finger. allowing you to quickly check the weather in other parts of the country. including Hawaii & Puerto Rico!
On top of the basic weather forecast. users can get a quick glance of temperatures around the country. as well as overlay a current satellite image of cloud cover.  For you aviation buffs. there's a layer that provides AIRMETs & SIGMETs. and even the ability to overlay the flight plan of a particular aircraft onto the map.  With an additional annual subscription that automatically renews. you can overlay the weather on top of VRF and IFR aviation charts. You can also share interesting weather photos from your area. and see photos other users have contributed neatly displayed on the map.
Additional options include weather warnings and alerts. complete with push notifications. to warn you of severe weather in your area. Great for the start of thunderstorm and tornado season!   There's also an optional hurricane tracker. providing excellent details and projections for the path of storms as the season looms near.
MyRadar currently shows weather for the United States (including Alaska. Hawaii. and Puerto Rico. when HD Radar is enabled).
Download MyRadar today and try it out!
--------
If you choose to purchase the Aviation Charts subscription. which is not required in order to use MyRadar. payment will be charged to your iTunes account. and your account will be charged for renewal within 24-hours prior to the end of the current period. Auto-renewal may be turned off at any time by going to your settings in the iTunes Store after purchase. The current subscription for the Aviation Charts starts at $24.95 USD per YEAR.  Prices are in U.S. dollars. may vary in countries other than the U.S. and are subject to change without notice. No cancellation of the current subscription is allowed during the active subscription period. If you don’t choose to purchase the subscription for the Aviation Charts. you can simply continue using MyRadar for free.
For MyRadar’s Privacy Policy. visit: http://myradar.com/privacy_policy
For full terms of service visit: http://myradar.com/tos.pdf"
322523436,Resident Evil 4: PLATINUM,81374398,"Important Notice:
Functionality is not guaranteed on devices that are updated to iOS 8.

We've given Resident Evil 4 the Platinum treatment! This update contains the COMPLETE Resident Evil 4 saga.

Additionally. Resident Evil 4 Platinum contains numerous enhancements over earlier releases including improved graphics as we’ll as new modes. difficulty levels and DLC.

Enjoy!
==============

Play Resident Evil 4 Platinum. the game that changed survival horror forever!
Experience one of the most thrilling chapters of the Resident saga in an all new way. Engage in running gun fights against crowds of enemies utilizing Resident Evil 4’s intuitive tap interface. Face an enemy quicker. smarter and scarier than any zombie and put your skills to the ultimate test.

It has been six years since the destruction of Raccoon City. Leon S. Kennedy. formerly Raccoon City Police Department’s idealistic rookie cop. is now a U.S. agent with a top-secret mission to rescue Ashley Graham. the President’s daughter. Leon begins his investigation in an undisclosed Spanish-speaking village in Europe. where he encounters a horde of unruly villagers who pledge their lives to Los Illuminados. the cult that perpetrated Ashley’s kidnapping. As Leon encounters unimaginable horrors. he must find out who or what is behind everything.

Features:

•3rd person perspective camera for a panoramic view of the action.
•Blast enemies apart with laser precision. Location based damage means where you aim is what you hit. 
•Shake the iPhone/iPod Touch to reload.
•Context sensitive controls pop up as need allowing you to perform complex actions with a tap of the button. Climb ladders and interact with your environment with a press of an icon.
•Play through “Story Mode” to unlock ”Mercenary Mode” missions. a separate game mode with pre-set goals. weapons and conditions.
•An all-new “Coin Shoot” shooting gallery mode where the where the goal is to destroy as many blue coins as possible within the time limit.
•A total of five difficulty levels: “Beginner”. ”Normal”. ”Professional”. ”Hell” and “Extreme”
•New DLC that enhances the gameplay with special cheat modes.
==============

Follow us on Twitter: www.twitter.com/CapcomMobile 
Follow us on Facebook: www.facebook.com/CapcomMobile 

Check out other awesome games from Capcom - Street Fighter 4. Ghost’N Goblins: Gold Knights II. Mr. Bill. 1942 and more!"
323229106,Waze - GPS Navigation. Maps & Real-time Traffic,94139392,"Join 80 million drivers who save time & money with Waze navigation by avoiding traffic jams. police. accidents and construction for free. Use the #1 real-time GPS today!

Just by driving with Waze open. you're already contributing tons of real-time traffic information to your local community. You can also actively report accidents. police traps and other hazards you see on the road. Get road alerts along your route and find the cheapest gas prices around you shared by the community. Plus. you can add friends. send locations or keep others posted on your arrival time.

- Live routing based on community driven. real-time traffic & road info
- Community reported alerts including accidents. hazards. police traps. road closures. and more
- Turn-by-turn voice guided navigation
- Live maps. consistently edited and updated by Waze community map editors
- Automatic rerouting as conditions change on the road 
- Send your ETA & real-time drive to update those you’re meeting
- Learns your frequent destinations. commuting hours. and preferred routes
- Find the cheapest gas station on your route 
- Add information on local places and businesses
- Add Facebook friends and sync Contacts
- See friends’ ETA when driving to the same destination
- One tap navigation to Facebook & Calendar events
- Earn points as you contribute road info and climb the ranks in your community 

Waze is all about contributing to and benefiting from the common good. so hop on board and get involved! 

Note: Continued use of GPS running in the background can dramatically decrease battery life. Waze will automatically shut down if you run it in the background and haven't driven for a while. 

Learn more about the Waze privacy policy. including what information is accessed and how it is used. With Waze. you have full control over your privacy settings. http://www.waze.com/legal/privacy/"
323242790,Cartoon Wars,13216994,"Cartoon Wars is an arcade war game which combines the formulas of defense and real-time strategy games.

─────────────────────

SCENARIO

Two tribes existed in the Cartoon World; the vicious. Color Tribe and the slaves. Black and White Cartoon Tribe.
For generations. the Color Tribe were treated as properties and forced to work under a slavery system.
Fortunately...good existed amongst the evil Black and White Cartoon Tribe.
They gathered and began a revolt to free the slaves.

The inevitable war begins...become the hero of the Black and White Cartoon and set them free.

─────────────────────

FEATURES 

ALL OUT ACTION STICK FIGURE GAME
Produce your unit. aim your bow and destroy the enemy's castle

UPGRADE AND CUSTOMIZE YOUR TROOPS
30 types of units and 16 different upgrades for units. castle. bow and productivity items

COMPETE AGAINST MILITANTS FROM AROUND THE WORLD
Keep track of your ranking and see how you compare against the rest of world

STRATEGIZE PERFECTLY COORDINATED ATTACKS
Determine the dispatchment of your troops and help them to become veteran units

UNLIMITED NUMBER OF STAGES
Play through an infinite number of stages slaughtering endless number of enemies

───────────────────── 

OTHER GAMEVIL GAMES 

Air Penguin
Baseball Superstars® 2010 HD 
Baseball Superstars® II
Boom It Up! 
Chalk n' Talk
HYBRID: Eternal Whisper 
HYBRID 2: Saga of Nostalgia 
ILLUSIA 
KAMI RETRO
KAMI RETRO HD
NOM: Billion Year Timequest 
Soccer Superstars® 2011 Pro
VANQUISH: The Oath of Brothers 
ZENONIA® 3

───────────────────── 

NEWS & EVENTS 

Website http://www.gamevil.com 
Facebook http://facebook.com/gamevil 
Twitter http://twitter.com/gamevil 
YouTube http://youtube.com/gamevil"
323438913,Moto X Mayhem,21010210,"Race. jump. and crash your way through a variety of treacherous terrain in the best mobile bike game. Moto X Mayhem!

Use accelerometer technology to balance your motorbike as you climb and fly over huge jumps! Enjoy realistic physics as your shocks recoil when you land or your rider bounces around when you crash. Compete to be the fastest motocross rider on robust worldwide scoreboards.

Moto X Mayhem reached the #1 Paid App worldwide and has been a Top 5 Racing game for over a year!

FEATURES:
• Fun rag doll physics.
• Working bike shocks.
• Accelerometer leaning controls your rider's position.
• Fun and challenging terrains.
• Feel good graphics.
• Addictive gameplay.
• Powerful online scoreboards.
• Share your times with your friends!

TIPS:
• Losing a life adds 1 second to your overall time. So stay on the bike to achieve your best time!
• Keep your rear tire on the ground to go fast.
• Lean forward to climb hills well.
• The timer doesn't start until you hit the gas or brake!
• Use your finger to grab the rider and toss him around the map when you're on or off the bike.
• Need to exit in the middle of an island? We'll save your game for you to continue next time you load.
• Find the About screen and tap the helmet for different player colors and looks!
• Watch playthrough's at youtube.com/OccamyGames

REVIEWS:
*********************************************
""I truly enjoyed the game. Both graphics and sound were well developed. The physics involved in the gameplay was right on the money.""
-Appmodo

""If you like physics games. this is one of the better ones.""
-Appvee

""This is a very good game at its core.""
-TouchArcade
*********************************************

Stay in the loop:
twitter.com/OccamyGames
facebook.com/MotoXMayhem

Over 3 million paid downloads and 15 million highscores! Thanks everyone!"
324266640,Fantasy Football Manager - FFM for FPL,35998720,"The number one app for the Official Barclays Fantasy Premier League since 2009.

Featured by Apple on numerous occasions. critically acclaimed by Fantasy Premier League managers and football pundits around the world. 

We also have a free version of this app. it's supported by adverts. Scroll down to 'Developer Apps' to install it.

Please ensure that you have selected an initial squad.

+ Summary of features
Full control for all aspects of your team on the go
Offline access. tinker anytime 
Push notifications for injuries. goals. assists etc
Support for multiple accounts & auto-logon 

What is Fantasy Football?
You start with a budget of £100m to create a squad of 15 players.
Players will earn you points for goals. assists. clean sheets etc. as their real-life counterparts play! They can lose points for goals conceded. yellow/red cards and so on.
As the season progresses. you need to decide on who's likely to score you points each week. changing your starting 11 and transferring in form players.
Pick a Captain. his points are doubled!

How does FFM help?

+ Full Control
Everything you need to keep on top of your team. Tinker with your team as much as you like. even when not online.
Submit any transfers when you're ready.
Change your starting line up. your captain and vice captain.
Join mini-leagues

+ Having a good week?
Check your latest points. other managers' latest points including a full history of transfers made
Explore and view your leagues. join more. 
Track any manager you've marked as 'watched'. regardless of which league you found them in.. especially useful if they are having a nightmare Gameweek ;) 

+ Stay up to date
A professional news reader. a hand picked list of valuable sources including our own Fantasy Football Pundits. winners of the 2013/14 & 2014/15 Football Blogging Awards. 
Automatic push notification alerts for members of your squad or watch-list. Injury and match day notifications. 

+ Scout for players
All the players. all the stats. Search. find & order any which way. Incredibly powerful and simple to use. 

FEEDBACK: 
Send us your questions. requests. queries etc from within the app. through 'options' on your 'Manage' tab. 
We can also be contacted via @ffmiphone on Twitter or email andy@ffmiphone.com 

Issues reported via AppStore reviews are difficult to address as developers often need more information. Please report any issues using the contact details above so we can fix them promptly.

Please note: 
Apple is not a sponsor of any contests or sweepstakes that may be mentioned in some news feeds."
324684580,Spotify Music,132510720,"Spotify is the best way to listen to music on mobile or tablet. 

Search for any track. artist or album and listen for free. Make and share playlists. Build your biggest. best ever music collection. 

Get inspired with personal recommendations. and readymade playlists for just about everything.

Listen absolutely free with ads. or get Spotify Premium.

Free on mobile
• Play any artist. album. or playlist in shuffle mode.

Free on tablet
• Play any song. any time.

Premium features
• Play any song. any time on any device: mobile. tablet or computer.
• Enjoy ad-free music. 
• Listen offline. 
• Get better sound quality.

Please note: This app features Nielsen’s audience measurement software which will allow you to contribute to market research. such as Nielsen’s Audio Measurement. If you don't want to participate. you can opt-out within the app settings. To learn more about our digital audience measurement products and your choices in regard to them. please visit http://www.nielsen.com/digitalprivacy for more information.

Privacy policy: http://www.spotify.com/legal/privacy-policy/
Terms of use: https://www.spotify.com/legal/end-user-agreement/

Love Spotify? 
Like us on Facebook: http://www.facebook.com/spotify 
Follow us on Twitter: http://twitter.com/spotify"
324887734,McDo France,37001216,"McDo France : New Official Application

Enjoy our new application designed for you !

Login with your McDonald’s user account on the kiosk. McDriveTM. counter or online ordering. You will discover all the advantages et personalized good deals from McDonald’s !

 In the application. you can :
o	Find and localize the nearest rastaurant in France
o	Find opening hours. itinary and the services per restaurant
o	Know more about new products and create your own list of your favorite products !

Available in more than 1300 McDonald’s. try the online ordering. it will help you save time. To do so :
-	Order our products and pay (your credit card will be debited when you will get your order in our restaurant)
-	With the QR Code and the order reference. come to the restaurant
-	In the restaurant. indicate the order reference or scan your QR Code on the kiosk. You can also identify yourself by giving your account number.

Download now the application you don’t want to miss out !"
325462190,PGA Championship 2016 – Baltusrol Golf Club,64147456,"Follow the 98th PGA Championship with the official PGA Championship app! Watch live video. follow your favorite players and get hole-by-hole scoring from Baltusrol Golf Club. July 25-31. 2016. Brought to you by the PGA of America and Turner Sports.

-- Up-to-date scoring. live video. course and hole details. video clips. news. and photos
-- Personalized “Favorite Players” for play tracking
-- 3 live video channels: 2 featured groups. broadcast
-- ""Minute by Minute"" feature provides live updates. expert insight and coverage.
-- Hole by Hole: hole layout and information. player tracking. flyover video and hole-specific news
-- Breaking news push alerts
--  Overflow menu: alert switches. detailed tee time sheets. broadcast schedule. and feedback.
-- Beacon driven ""Binoculars"" feature helps fans at the event to find players around them & navigate the course faster"
325658560,BFMTV : l'info en continu,100779008,"NOUVELLE APPLICATION BFMTV. PLUS FLUIDE. PLUS SIMPLE !

TOUTE L’ACTUALITÉ DES ELECTIONS LÉGISLATIVES
- Retrouvez toute l’actualité des élections législatives en direct en en vidéo
- Retrouvez les derniers sondages. le live minute par minute et les résultats des candidats dans les circonscriptions françaises.
- Suivez également la mise en place du nouveau gouvernement du président élu Emmanuel Macron.

TOUTE L’ACTUALITÉ EN TEMPS RÉEL
Restez informé(e) 7 jours sur 7. 24h sur 24. des événements marquants de l’actualité française et internationale avec :
- Le Direct de BFMTV qui vous permet de regarder le live TV tout en consultant les dernières news du fil info.
- La rubrique ""Toute l’actu"" pour consulter rapidement les dernières informations de la rédaction de BFMTV.
- Un service ""Alertes Info"" pour être averti en premier des actualités à ne pas manquer
- Le meilleur de BFMTV.com dans votre application (Politique. International. Société. Economie. Tech. Sport. Santé. People. Actu Télé. Auto. Animaux. Météo…).

L’INFORMATION EN IMAGES
- Une rubrique 100% vidéo avec. chaque jour. plus de 150 nouvelles vidéos inédites sur l’application.
- Les replay de toutes vos émissions préférées.
- Découvrez l’actualité en photos à travers un mode diaporama en immersion.

UNE NOUVELLE EXPERIENCE UTILISATEUR
- Une navigation fluide entre les articles. vidéos et rubriques en balayant à droite ou à gauche.
- Dans un article. la vidéo vous suit tout au long de votre lecture.
- La possibilité de commenter. partager et sauvegarder vos articles pour les lire plus tard.

Vous êtes témoins d’un événement ?
Téléchargez vos vidéos et photos directement sur l’application.
Suivez BFMTV sur les réseaux sociaux :
- Facebook: https://www.facebook.com/BFMTV/?fref=ts
- Twitter: https://twitter.com/bfmtv?lang=fr
- YouTube: https://www.youtube.com/user/BFMTV

Vous pouvez nous contacter à applis@nextinteractive.fr pour tout commentaire sur l’application. vos avis nous sont précieux."
325683306,MyRadar Pro NOAA Weather Radar. Forecasts & Storms,123718656,"Thanks to everyone for making MyRadar so successful. with over 25 million downloads!

MyRadar is a fast. easy-to-use. weather application that displays animated weather radars around your current location. allowing you to quickly see what weather is coming your way. Our High Definition Doppler radar data is processed from raw NOAA weather radar data from the National Weather Service / NWS using our custom-designed. proprietary systems and software. offering the clearest. sharpest. most accurate and most up-to-date reflection of precipitation available... easily accessible at the tap of a finger on your mobile device.

Just start the app. and your location pops up with animated weather. allowing you to easily see if rain or snow is headed your way.  Our high-res animated radar helps you see weather details even at the closest level!

What's great about MyRadar is that the map is easily zoomed and scrolled around with the flick of a finger. allowing you to quickly check the weather in other parts of the country. including Hawaii & Puerto Rico!

On top of the basic weather forecast. users can get a quick glance of temperatures around the country. as well as overlay a current satellite image of cloud cover.  For you aviation buffs. there's a layer that provides Airmets & Sigmets. and even the ability to overlay the flight plan of a particular aircraft onto the map.  You can also share interesting weather photos from your area. and see photos other users have contributed neatly displayed on the map.

Additional options include weather warnings and alerts. complete with push notifications. to warn you of severe weather in your area. Great for the start of thunderstorm and tornado season!   There's also an optional hurricane tracker. providing excellent details and projections for the path of storms as the season looms near.

MyRadar currently shows weather for the United States (including Alaska. Hawaii. and Puerto Rico. when HD Radar is enabled).

Download MyRadar today and try it out!"
